masked	src
rūpeṇa	rūpeṇa
tat yasya evam vidvān vrātyaḥ [MASK] rātrīḥ atithiḥ gṛhe [MASK] ye eva aparimitāḥ puṇyāḥ lokāḥ tān eva tena avarunddhe	tat yasya evam vidvān vrātyaḥ aparimitāḥ rātrīḥ atithiḥ gṛhe vasati ye eva aparimitāḥ puṇyāḥ lokāḥ tān eva tena avarunddhe
[MASK] iva hi imān lokān devāḥ udajayan	viṣamān iva hi imān lokān devāḥ udajayan
māṃsam ekaḥ piṃśati sūnayā ābhṛtam	māṃsam ekaḥ piṃśati sūnayā ābhṛtam
sarveṣu me hutā asat iti	sarveṣu me hutā asat iti
bahūni vai raśmīnām rūpāṇi	bahūni vai raśmīnām rūpāṇi
vācaspatiḥ ni yacchatu	vācaspatiḥ ni yacchatu
tam prajāpatiḥ ca parameṣṭhī ca pitā ca pitāmahaḥ ca [MASK] ca [MASK] ca varṣam bhūtvā anuvyavartayanta	tam prajāpatiḥ ca parameṣṭhī ca pitā ca pitāmahaḥ ca apaḥ ca śraddhā ca varṣam bhūtvā anuvyavartayanta
ud vīrāṇām jayatām etu ghoṣaḥ	ud vīrāṇām jayatām etu ghoṣaḥ
sa yat prajāḥ anuvyacalat prajāpatiḥ bhūtvā anuvyacalat [MASK] anna ādam kṛtvā	sa yat prajāḥ anuvyacalat prajāpatiḥ bhūtvā anuvyacalat prāṇam anna ādam kṛtvā
te aśvam ālabhanta	te aśvam ālabhanta
saḥ ūrdhvām diśam anuvyacalat	saḥ ūrdhvām diśam anuvyacalat
[MASK] pitarā punar satya mantrāḥ ṛjūyavaḥ ṛbhavaḥ viṣṭī akrata	yuvānā pitarā punar satya mantrāḥ ṛjūyavaḥ ṛbhavaḥ viṣṭī akrata
ava grāmyān paśūn runddhe yaḥ evam [MASK]	ava grāmyān paśūn runddhe yaḥ evam veda
samudraḥ abhavat	samudraḥ abhavat
evam iva hi [MASK] rūpam āsīt	evam iva hi tasya rūpam āsīt
vāc vai sarasvatī	vāc vai sarasvatī
devebhyaḥ eva enam tat nivedayati	devebhyaḥ eva enam tat nivedayati
vaśāyām [MASK] aviśat odanaḥ brahmaṇā saha	vaśāyām antar aviśat odanaḥ brahmaṇā saha
tāḥ [MASK] an apadhṛṣya eva apādravan	tāḥ asurāḥ an apadhṛṣya eva apādravan
tām vai prāśnanti eva	tām vai prāśnanti eva
saḥ etāvān eva [MASK] yāvatī vapā	saḥ etāvān eva paśuḥ yāvatī vapā
yat eva enam āprītam [MASK] paryagnikṛtam bahirvedi nayanti barhiṣadam eva enam tat kurvanti	yat eva enam āprītam santam paryagnikṛtam bahirvedi nayanti barhiṣadam eva enam tat kurvanti
tasmāt palāśasya eva palāśena ācakṣate amuṣya palāśam amuṣya [MASK] iti	tasmāt palāśasya eva palāśena ācakṣate amuṣya palāśam amuṣya palāśam iti
bahūni vai paśūnām rūpāṇi	bahūni vai paśūnām rūpāṇi
sarvatas eva enam tejasvinam karoti	sarvatas eva enam tejasvinam karoti
agniḥ vai devānām hotā	agniḥ vai devānām hotā
gārhapatyena santya ṛtunā yajñanīḥ asi	gārhapatyena santya ṛtunā yajñanīḥ asi
vāruṇam māṃsam	vāruṇam māṃsam
pratitiṣṭhati yaḥ evam veda	pratitiṣṭhati yaḥ evam veda
vāyuḥ vai imāḥ prajāḥ [MASK] ittham ca ittham ca nenīyate	vāyuḥ vai imāḥ prajāḥ nasyotāḥ ittham ca ittham ca nenīyate
anayā aham oṣadhyā sarvāḥ kṛtyāḥ [MASK] yām kṣetre cakruḥ yām goṣu	anayā aham oṣadhyā sarvāḥ kṛtyāḥ adūduṣam yām kṣetre cakruḥ yām goṣu
bhūti kāmam yājayet	bhūti kāmam yājayet
pavitra pūtāḥ [MASK] atas ūrdhvam asaṃsthitam yajñasya tat tanavāmahai iti	pavitra pūtāḥ yat atas ūrdhvam asaṃsthitam yajñasya tat tanavāmahai iti
[MASK] balakṣam petvam ālabheta brahmavarcasa kāmaḥ	sauryam balakṣam petvam ālabheta brahmavarcasa kāmaḥ
aughaḥ imāḥ sarvāḥ prajāḥ nirvoḍhā tatas tvā [MASK] iti	aughaḥ imāḥ sarvāḥ prajāḥ nirvoḍhā tatas tvā pārayitāsmi iti
anu [MASK] ud ayatām hṛddyotaḥ harimā ca te	anu sūryam ud ayatām hṛddyotaḥ harimā ca te
mayā eva prācīm diśam prajānātha agninā dakṣiṇām somena pratīcīm [MASK] udīcīm iti	mayā eva prācīm diśam prajānātha agninā dakṣiṇām somena pratīcīm savitrā udīcīm iti
aśvinau etasya devate yaḥ āmayāvī	aśvinau etasya devate yaḥ āmayāvī
tam indraḥ vājī vajreṇa hantu	tam indraḥ vājī vajreṇa hantu
eṣa ha vai asya svaḥ kṣayaḥ [MASK] agniḥ agneḥ	eṣa ha vai asya svaḥ kṣayaḥ yat agniḥ agneḥ
svadāti devaḥ kṛṇavat havīṃṣi	svadāti devaḥ kṛṇavat havīṃṣi
tau vrīhiḥ ca eva [MASK] ca bhūtau ajāyetām	tau vrīhiḥ ca eva yavaḥ ca bhūtau ajāyetām
naktaṃjātā asi oṣadhe rāme kṛṣṇe asikni [MASK]	naktaṃjātā asi oṣadhe rāme kṛṣṇe asikni ca
saḥ ayam śarīraiḥ parivṛtaḥ	saḥ ayam śarīraiḥ parivṛtaḥ
abhi yajñam gṛṇīhi naḥ	abhi yajñam gṛṇīhi naḥ
sa mahān abhavat	sa mahān abhavat
iha iḍayā sadhamādam madantaḥ [MASK] paśyema sūryam uccarantam	iha iḍayā sadhamādam madantaḥ jyok paśyema sūryam uccarantam
yat aindraḥ indriyeṇa eva enam [MASK] samardhayati	yat aindraḥ indriyeṇa eva enam vīryeṇa samardhayati
yau śaphau tau śaphau	yau śaphau tau śaphau
tisraḥ devatāḥ anvāha	tisraḥ devatāḥ anvāha
tam vaiṣṇavam ālabhanta	tam vaiṣṇavam ālabhanta
asme vīraḥ marutaḥ śuṣmī astu janānām yaḥ [MASK] vidhartā apaḥ yena su kṣitaye tarema	asme vīraḥ marutaḥ śuṣmī astu janānām yaḥ asuraḥ vidhartā apaḥ yena su kṣitaye tarema
yadi u vai svayam paśyati [MASK] bahūnām cana anyeṣām śraddadhāti	yadi u vai svayam paśyati na bahūnām cana anyeṣām śraddadhāti
sā bravīt krīṇīta eva yarhi [MASK] vaḥ mayā arthaḥ bhavitā tarhi [MASK] vaḥ aham punar āgantāsmi iti	sā bravīt krīṇīta eva yarhi vāva vaḥ mayā arthaḥ bhavitā tarhi eva vaḥ aham punar āgantāsmi iti
pra syandasva [MASK] viśvebhiḥ aṃśubhiḥ devebhyaḥ uttamam haviḥ	pra syandasva soma viśvebhiḥ aṃśubhiḥ devebhyaḥ uttamam haviḥ
sa hi netram avet tava	sa hi netram avet tava
ye rājānaḥ rāja kṛtaḥ sūtāḥ grāmaṇyaḥ [MASK] ye upastīn parṇa mahyam tvam sarvān kṛṇu [MASK] janān	ye rājānaḥ rāja kṛtaḥ sūtāḥ grāmaṇyaḥ ca ye upastīn parṇa mahyam tvam sarvān kṛṇu abhitas janān
[MASK] anna ādena annam atti yaḥ evam veda	manyunā anna ādena annam atti yaḥ evam veda
dvi rūpā bhavati samṛddhyai	dvi rūpā bhavati samṛddhyai
sarvāḥ viśaḥ kalpante	sarvāḥ viśaḥ kalpante
jaṅgiḍaḥ jambhāt viśarāt viṣkandhāt [MASK] maṇiḥ sahasra vīryaḥ pari naḥ pātu viśvatas	jaṅgiḍaḥ jambhāt viśarāt viṣkandhāt abhiśocanāt maṇiḥ sahasra vīryaḥ pari naḥ pātu viśvatas
devāḥ	devāḥ
tasya [MASK] kiṃśārūṇi tāni romāṇi ye tuṣāḥ sā tvac ye phalīkaraṇāḥ tat asṛk yat piṣṭam kiknasāḥ tat [MASK] yat kiṃcitkam sāram tat asthi	tasya yāni kiṃśārūṇi tāni romāṇi ye tuṣāḥ sā tvac ye phalīkaraṇāḥ tat asṛk yat piṣṭam kiknasāḥ tat māṃsam yat kiṃcitkam sāram tat asthi
tam pumān anujāyatām	tam pumān anujāyatām
atha eṣām indra vedāṃsi śataśas [MASK] bhajāmahai	atha eṣām indra vedāṃsi śataśas vi bhajāmahai
pṛṇantam anyam araṇam cit icchet	pṛṇantam anyam araṇam cit icchet
rudraḥ enam iṣvāsaḥ dhruvāyāḥ diśaḥ antardeśāt anuṣṭhātā [MASK]	rudraḥ enam iṣvāsaḥ dhruvāyāḥ diśaḥ antardeśāt anuṣṭhātā anutiṣṭhati
śiraḥ [MASK] aham veda somam ca asyām vicakṣaṇam	śiraḥ yajñasya aham veda somam ca asyām vicakṣaṇam
yat [MASK] juhoti tat svid agnau juhoti tat na	yat aṅgāreṣu juhoti tat svid agnau juhoti tat na
sarvam hi eṣā pāpmānam tarati	sarvam hi eṣā pāpmānam tarati
tasmāt asya agnim purastāt dharanti	tasmāt asya agnim purastāt dharanti
a bhāgāḥ anyāḥ	a bhāgāḥ anyāḥ
kṣeme tiṣṭhāti ghṛtam ukṣamāṇā	kṣeme tiṣṭhāti ghṛtam ukṣamāṇā
punar etu parājitā	punar etu parājitā
agne viśvebhiḥ su anīka [MASK] ūrṇāvantam prathamaḥ sīda yonim iti	agne viśvebhiḥ su anīka devaiḥ ūrṇāvantam prathamaḥ sīda yonim iti
te te bhavantu ukṣaṇaḥ ṛṣabhāsaḥ vaśāḥ [MASK]	te te bhavantu ukṣaṇaḥ ṛṣabhāsaḥ vaśāḥ uta
vadhriḥ [MASK] parvataḥ giriḥ yatas jātam idam viṣam	vadhriḥ sa parvataḥ giriḥ yatas jātam idam viṣam
apa nudāmaḥ enām	apa nudāmaḥ enām
yadā vai atithim pariveviṣati āpīnaḥ iva vai sa [MASK] bhavati	yadā vai atithim pariveviṣati āpīnaḥ iva vai sa tarhi bhavati
punar kṛtyām [MASK] kṛte pratiharaṇena harāmasi	punar kṛtyām kṛtyā kṛte pratiharaṇena harāmasi
tat ime [MASK] upahvayate yayoḥ idam sarvam adhi	tat ime dyāvāpṛthivī upahvayate yayoḥ idam sarvam adhi
sa yaḥ ha evam vidvān iḍayā carati [MASK] [MASK] eva prajātim prajāyate yām manuḥ prājāyata	sa yaḥ ha evam vidvān iḍayā carati etām ha eva prajātim prajāyate yām manuḥ prājāyata
idam śreṣṭham jyotiṣām jyotiḥ uttamam	idam śreṣṭham jyotiṣām jyotiḥ uttamam
[MASK] vṛtrāṇi jaṅghanat tvam soma asi sat patiḥ iti vārtraghnau eva kuryāt	agniḥ vṛtrāṇi jaṅghanat tvam soma asi sat patiḥ iti vārtraghnau eva kuryāt
tam anuvyacalan	tam anuvyacalan
[MASK] vai pratyakṣam vāruṇīḥ yat āpaḥ	etāḥ vai pratyakṣam vāruṇīḥ yat āpaḥ
stotṝn indrasya rāyasi	stotṝn indrasya rāyasi
paśumān bhavati yaḥ [MASK] vidvān jagatyau kurute	paśumān bhavati yaḥ evam vidvān jagatyau kurute
tejasvī bhavati	tejasvī bhavati
atha yasya avrātyaḥ vrātya bruvaḥ nāmabibhratī [MASK] gṛhān āgacchet karṣet enam	atha yasya avrātyaḥ vrātya bruvaḥ nāmabibhratī atithiḥ gṛhān āgacchet karṣet enam
rakṣāṃsi vai pāpmā atriṇaḥ	rakṣāṃsi vai pāpmā atriṇaḥ
darśaya yātudhānyaḥ	darśaya yātudhānyaḥ
agnīṣomābhyām praṇīyamānābhyām anubrūhi iti āha [MASK]	agnīṣomābhyām praṇīyamānābhyām anubrūhi iti āha adhvaryuḥ
ekaviṃśatyā ekaviṃśatyā eva imān [MASK] rohati	ekaviṃśatyā ekaviṃśatyā eva imān lokān rohati
dadhātu naḥ [MASK] su prajām iṣam iti āśiṣam āśāste	dadhātu naḥ savitā su prajām iṣam iti āśiṣam āśāste
drātu eṣām aghahāraḥ vividdhaḥ	drātu eṣām aghahāraḥ vividdhaḥ
madhyam etat anaḍuhaḥ [MASK] eṣa vahaḥ āhitaḥ	madhyam etat anaḍuhaḥ yatrā eṣa vahaḥ āhitaḥ
adhare [MASK] sapatnāḥ ye ke ca rājan pratiśatravaḥ te	adhare te sapatnāḥ ye ke ca rājan pratiśatravaḥ te
ete vai vyāvṛttāḥ pāpmanā	ete vai vyāvṛttāḥ pāpmanā
ayam ghāsaḥ	ayam ghāsaḥ
iha [MASK] dhruvā prati tiṣṭha śāle aśvāvatī gomatī sūnṛtāvatī	iha eva dhruvā prati tiṣṭha śāle aśvāvatī gomatī sūnṛtāvatī
athā [MASK] varuṇaḥ vāyuḥ agniḥ bṛhat rāṣṭram saṃveśyam dadhātu	athā asmabhyam varuṇaḥ vāyuḥ agniḥ bṛhat rāṣṭram saṃveśyam dadhātu
dṛṃha pratnān	dṛṃha pratnān
tasmāt brāhmaṇaḥ [MASK] mayena na pibet	tasmāt brāhmaṇaḥ mṛd mayena na pibet
yoṣā vai āpaḥ	yoṣā vai āpaḥ
tiṣṭhante asmai paśavaḥ annādyāya ālambhāya yaḥ evam veda yasya ca evam viduṣaḥ yūpaḥ [MASK]	tiṣṭhante asmai paśavaḥ annādyāya ālambhāya yaḥ evam veda yasya ca evam viduṣaḥ yūpaḥ tiṣṭhati
cara eva [MASK] vai mā brāhmaṇaḥ avocat iti	cara eva iti vai mā brāhmaṇaḥ avocat iti
maitrāvaruṇīm kṛṣṇa [MASK] ālabheta vṛṣṭi kāmaḥ	maitrāvaruṇīm kṛṣṇa karṇīm ālabheta vṛṣṭi kāmaḥ
jyāke pari naḥ nama	jyāke pari naḥ nama
sa yat manuṣyān anuvyacalat agniḥ bhūtvā anuvyacalat svāhākāram anna ādam [MASK]	sa yat manuṣyān anuvyacalat agniḥ bhūtvā anuvyacalat svāhākāram anna ādam kṛtvā
nabhantām anyake same	nabhantām anyake same
pra devam [MASK] dhiyā bharata jātavedasam havyā naḥ vakṣat ānuṣak iti gāyatrīm brāhmaṇasya anubrūyāt	pra devam devyā dhiyā bharata jātavedasam havyā naḥ vakṣat ānuṣak iti gāyatrīm brāhmaṇasya anubrūyāt
ucchrayasva vanaspate iti ucchrīyamāṇāya abhirūpā	ucchrayasva vanaspate iti ucchrīyamāṇāya abhirūpā
ud itas trayaḥ [MASK] vyāghraḥ puruṣaḥ vṛkaḥ	ud itas trayaḥ akraman vyāghraḥ puruṣaḥ vṛkaḥ
bṛhaspatim eva brahma [MASK] indram kṣatram	bṛhaspatim eva brahma praviśatu indram kṣatram
yaḥ antarikṣeṇa patati divam yaḥ ca atisarpati bhūmim [MASK] manyate nātham tam piśācam pra [MASK]	yaḥ antarikṣeṇa patati divam yaḥ ca atisarpati bhūmim yaḥ manyate nātham tam piśācam pra darśaya
imāḥ rudrāya sthira dhanvane giraḥ kṣipra iṣave devāya svadhāvne aṣāḍhāya sahamānāya vedhase [MASK] āyudhāya [MASK]	imāḥ rudrāya sthira dhanvane giraḥ kṣipra iṣave devāya svadhāvne aṣāḍhāya sahamānāya vedhase tigma āyudhāya bharata
ānujāvaram yājayet	ānujāvaram yājayet
sam me ākūtiḥ ṛdhyatām	sam me ākūtiḥ ṛdhyatām
sa [MASK] naḥ paśunā iṣṭam asat kevalena naḥ paśunā iṣṭam asat iti	sa medhena naḥ paśunā iṣṭam asat kevalena naḥ paśunā iṣṭam asat iti
iﾱām upahvayate	iﾱām upahvayate
tasmāt hotuḥ pāṇau samavadyati	tasmāt hotuḥ pāṇau samavadyati
prasavāya savitā	prasavāya savitā
etat vai yajñasya samṛddham yat [MASK] samṛddham	etat vai yajñasya samṛddham yat rūpa samṛddham
sa mithunām eva [MASK] etat upahvayate	sa mithunām eva enām etat upahvayate
aśvaḥ yamasya yaḥ śyāvaḥ [MASK] ha āsnā asi ukṣitā	aśvaḥ yamasya yaḥ śyāvaḥ tasya ha āsnā asi ukṣitā
tasmāt a parimitam eva anūcyam	tasmāt a parimitam eva anūcyam
rakṣaḥ yat sarvam durbhūtam [MASK] tamaḥ iva apa hanmasi	rakṣaḥ yat sarvam durbhūtam tat tamaḥ iva apa hanmasi
sa varuṇam rājānam upasasāra putraḥ me jāyatām tena tvā [MASK] iti	sa varuṇam rājānam upasasāra putraḥ me jāyatām tena tvā yajai iti
daivyāḥ śamitāraḥ [MASK] uta manuṣyāḥ iti āha	daivyāḥ śamitāraḥ ārabhadhvam uta manuṣyāḥ iti āha
sam u vai ime prāṇāḥ vidre ye ca ime [MASK] ca ime	sam u vai ime prāṇāḥ vidre ye ca ime ye ca ime
vaśā mātā rājanyasya	vaśā mātā rājanyasya
tat āhuḥ a dhṛtā devatā īśvarā [MASK] īśvarā enam ārtim ninetoḥ iti	tat āhuḥ a dhṛtā devatā īśvarā nirmṛjaḥ īśvarā enam ārtim ninetoḥ iti
yam dviṣyāt tam tarhi [MASK] dhyāyet	yam dviṣyāt tam tarhi manasā dhyāyet
tasya ha dantāḥ jajñire	tasya ha dantāḥ jajñire
ābhāti agniḥ uṣasām anīkam iti [MASK]	ābhāti agniḥ uṣasām anīkam iti sūktam
agnaye [MASK] kṛṣṇam petvam ālabheta abhidhrokṣyan	agnaye vaiśvānarāya kṛṣṇam petvam ālabheta abhidhrokṣyan
viśva [MASK] bhrājaḥ mahi sūryaḥ dṛśe uru paprathe sahaḥ ojaḥ acyutam	viśva bhrāj bhrājaḥ mahi sūryaḥ dṛśe uru paprathe sahaḥ ojaḥ acyutam
[MASK] māsi vai eṣaḥ avāntaram anyebhyaḥ vanaspatibhyaḥ pacyate	māsi māsi vai eṣaḥ avāntaram anyebhyaḥ vanaspatibhyaḥ pacyate
jarāyu jaḥ prathamaḥ usriyaḥ vṛṣā vāta abhra jāḥ stanayan eti [MASK]	jarāyu jaḥ prathamaḥ usriyaḥ vṛṣā vāta abhra jāḥ stanayan eti vṛṣṭyā
antar ca [MASK] aditiḥ bhavāsi iti prapādyamāne anvāha	antar ca prāgāḥ aditiḥ bhavāsi iti prapādyamāne anvāha
yaḥ veda anaḍuhaḥ dohān sapta anupadasvataḥ prajām ca lokam ca [MASK]	yaḥ veda anaḍuhaḥ dohān sapta anupadasvataḥ prajām ca lokam ca āpnoti
sarve prāśnanti	sarve prāśnanti
eṣa hi [MASK] devatayā paśūnām samṛddhaḥ	eṣa hi etasya devatayā paśūnām samṛddhaḥ
ā yonim garbhaḥ etu te	ā yonim garbhaḥ etu te
yat saṃyamaḥ na vi yamaḥ	yat saṃyamaḥ na vi yamaḥ
[MASK] idam mahat pṛthivyāḥ adhi udbhṛtam	arusrāṇam idam mahat pṛthivyāḥ adhi udbhṛtam
asmākam indra rathinaḥ jayantu	asmākam indra rathinaḥ jayantu
a dāra sṛt	a dāra sṛt
yat te catasraḥ pradiśaḥ manaḥ [MASK] dūrakam tat te ā vartayāmasi iha kṣayāya jīvase	yat te catasraḥ pradiśaḥ manaḥ jagāma dūrakam tat te ā vartayāmasi iha kṣayāya jīvase
dyāvāpṛthivīyām dhenum paryāriṇīm ālabheta yaḥ [MASK] abhyardhas viśaḥ caret	dyāvāpṛthivīyām dhenum paryāriṇīm ālabheta yaḥ rājanyaḥ abhyardhas viśaḥ caret
uttudaḥ tvā ud tudatu	uttudaḥ tvā ud tudatu
indra dviṣṭām apa dhamanti māyayā tvacam asiknīm bhūmanaḥ [MASK] pari	indra dviṣṭām apa dhamanti māyayā tvacam asiknīm bhūmanaḥ divaḥ pari
yat udaram varuṇasya anuprāviśathāḥ vaśe tatas tvā [MASK] ud ahvayat	yat udaram varuṇasya anuprāviśathāḥ vaśe tatas tvā brahmā ud ahvayat
saṃvatsarāya samamyate	saṃvatsarāya samamyate
stṛṇute eva	stṛṇute eva
vāyunā eva enam pavitreṇa punāti	vāyunā eva enam pavitreṇa punāti
ā krandaya	ā krandaya
nimān eva lokān ujjayati	nimān eva lokān ujjayati
yat uttamām aditim yajati tasmāt asau imām vṛṣṭyā abhyunatti [MASK]	yat uttamām aditim yajati tasmāt asau imām vṛṣṭyā abhyunatti abhijighrati
sa prācīm diśam anuvyacalat	sa prācīm diśam anuvyacalat
satyam dīkṣā	satyam dīkṣā
devebhyaḥ vai paśavaḥ annādyāya [MASK] na atiṣṭhanta	devebhyaḥ vai paśavaḥ annādyāya ālambhāya na atiṣṭhanta
pañca ṛtavaḥ samāsena	pañca ṛtavaḥ samāsena
[MASK] sūnṛtām ā rabhadhvam yasyāḥ āśāḥ tanvaḥ vīta pṛṣṭhāḥ	vaiśvānarīm sūnṛtām ā rabhadhvam yasyāḥ āśāḥ tanvaḥ vīta pṛṣṭhāḥ
gāvaḥ yanti gopatim pṛcchamānāḥ	gāvaḥ yanti gopatim pṛcchamānāḥ
brāhmaṇam bhūti kāmam yājayet	brāhmaṇam bhūti kāmam yājayet
sa hi jyeṣṭham vardhate	sa hi jyeṣṭham vardhate
[MASK] vāva sarvāṇi chandāṃsi gāyatram traiṣṭubham jāgatam	etāni vāva sarvāṇi chandāṃsi gāyatram traiṣṭubham jāgatam
ā rodasī varuṇānī śṛṇotu	ā rodasī varuṇānī śṛṇotu
etābhiḥ vai devān yajamānaḥ hvayati	etābhiḥ vai devān yajamānaḥ hvayati
[MASK] iti enam ācakṣate yaḥ evam veda	hotā iti enam ācakṣate yaḥ evam veda
api yāmi śepaḥ	api yāmi śepaḥ
[MASK] dīdivān asadat su dakṣaḥ iti	tveṣaḥ dīdivān asadat su dakṣaḥ iti
tat yat [MASK] ca ekām ca anvāha saṃjānānau eva enau tat saṃgamayati	tat yat tisraḥ ca ekām ca anvāha saṃjānānau eva enau tat saṃgamayati
tatas cittam ajāyata	tatas cittam ajāyata
svayā eva asmai devatayā āptvā tejaḥ brahmavarcasam [MASK]	svayā eva asmai devatayā āptvā tejaḥ brahmavarcasam dadhāti
yat karma kriyamāṇam ṛc abhivadati	yat karma kriyamāṇam ṛc abhivadati
tiṣṭhet paśu kāmasya	tiṣṭhet paśu kāmasya
te svargam lokam āyan	te svargam lokam āyan
[MASK] vai etena yama loke ṛdhnoti	ekadhā vai etena yama loke ṛdhnoti
tam devāḥ abruvan ehi svargam [MASK] tvā lokam gamayiṣyāmaḥ iti	tam devāḥ abruvan ehi svargam vai tvā lokam gamayiṣyāmaḥ iti
babhruḥ piṅgalaḥ bhavati samṛddhyai	babhruḥ piṅgalaḥ bhavati samṛddhyai
anu tvā agniḥ prāviśat anu somaḥ [MASK] tvā	anu tvā agniḥ prāviśat anu somaḥ vaśe tvā
atha u āhuḥ [MASK] vai tāḥ akṣaran tāḥ vaśāḥ abhavan [MASK] vaśānām vaśā tvam iti	atha u āhuḥ vaśam vai tāḥ akṣaran tāḥ vaśāḥ abhavan tat vaśānām vaśā tvam iti
sam anyāḥ yanti	sam anyāḥ yanti
pavitram te vitatam brahmaṇaspate	pavitram te vitatam brahmaṇaspate
tat yasya evam vidvān vrātyaḥ [MASK] atithiḥ gṛhān āgacchet śreyāṃsam enam ātmanaḥ mānayet	tat yasya evam vidvān vrātyaḥ rājñaḥ atithiḥ gṛhān āgacchet śreyāṃsam enam ātmanaḥ mānayet
sa tejasam [MASK] enam tat kṛtvā dīkṣayanti	sa tejasam eva enam tat kṛtvā dīkṣayanti
svadhākāreṇa annādena [MASK] atti yaḥ evam veda	svadhākāreṇa annādena annam atti yaḥ evam veda
tam imam ātmānam ekaviṃśam saṃskurute	tam imam ātmānam ekaviṃśam saṃskurute
ye ca [MASK] devānām śamitāraḥ ye ca manuṣyāṇām tebhyaḥ eva enam tat paridadāti	ye ca eva devānām śamitāraḥ ye ca manuṣyāṇām tebhyaḥ eva enam tat paridadāti
rathī ha bhūtvā ratha yānaḥ [MASK]	rathī ha bhūtvā ratha yānaḥ īyate
tat jyeṣṭham abhavat	tat jyeṣṭham abhavat
tasmāt venaḥ	tasmāt venaḥ
[MASK] padyamānaḥ indram saptabhiḥ bhogaiḥ paryagṛhṇāt	sa padyamānaḥ indram saptabhiḥ bhogaiḥ paryagṛhṇāt
yathā bhūmiḥ [MASK] manāḥ mṛtāt mṛtamanastarā yathā uta mamruṣaḥ manaḥ eva īrṣyoḥ mṛtam manaḥ	yathā bhūmiḥ mṛta manāḥ mṛtāt mṛtamanastarā yathā uta mamruṣaḥ manaḥ eva īrṣyoḥ mṛtam manaḥ
apa sedha dundubhe ducchunām itas	apa sedha dundubhe ducchunām itas
purastāt eti māyayā iti	purastāt eti māyayā iti
[MASK] vai adhvaryuḥ upākaroti vācā eva upākaroti	yadā vai adhvaryuḥ upākaroti vācā eva upākaroti
[MASK] devāḥ svar āruruhuḥ hitvā śarīram amṛtasya nābhim tena [MASK] sukṛtasya lokam gharmasya vratena tapasā yaśasyavaḥ	yena devāḥ svar āruruhuḥ hitvā śarīram amṛtasya nābhim tena geṣma sukṛtasya lokam gharmasya vratena tapasā yaśasyavaḥ
silācī nāma vai asi	silācī nāma vai asi
[MASK] soma pra cikitaḥ manīṣā yā te dhāmāni divi yā pṛthivyām iti somasya triṣṭubhau	tvam soma pra cikitaḥ manīṣā yā te dhāmāni divi yā pṛthivyām iti somasya triṣṭubhau
ā devānām api panthām aganma [MASK] śaknavāma tat anu pravoḍhum	ā devānām api panthām aganma yat śaknavāma tat anu pravoḍhum
catuṣpadī vai gauḥ	catuṣpadī vai gauḥ
tam anvavindan	tam anvavindan
tiṣṭhet yūpaḥ anupraharet iti āhuḥ	tiṣṭhet yūpaḥ anupraharet iti āhuḥ
vyatiṣajet yājyā anuvākyāḥ	vyatiṣajet yājyā anuvākyāḥ
śukeṣu te harimāṇam ropaṇākāsu dadhmasi	śukeṣu te harimāṇam ropaṇākāsu dadhmasi
tīkṣṇa [MASK] brāhmaṇāḥ hetimantaḥ yām asyanti śaravyām na sā mṛṣā	tīkṣṇa iṣavaḥ brāhmaṇāḥ hetimantaḥ yām asyanti śaravyām na sā mṛṣā
hiraṇyayam āsadam devaḥ eṣati iti	hiraṇyayam āsadam devaḥ eṣati iti
[MASK] devyām adhi jātā pṛthivyām asi oṣadhe	devī devyām adhi jātā pṛthivyām asi oṣadhe
tasmāt mahati rātryāḥ anūcyaḥ	tasmāt mahati rātryāḥ anūcyaḥ
yat [MASK] asya bṛhatī madhyāt na eti iti brūyāt	yat eva asya bṛhatī madhyāt na eti iti brūyāt
ā iha yātu varuṇaḥ [MASK] agniḥ	ā iha yātu varuṇaḥ somaḥ agniḥ
prāṇāḥ vai prayājāḥ	prāṇāḥ vai prayājāḥ
vairūpāya ca vai sa vairājāya ca adbhyaḥ ca varuṇāya ca rājñe āvṛścate [MASK] evam [MASK] vrātyam upavadati	vairūpāya ca vai sa vairājāya ca adbhyaḥ ca varuṇāya ca rājñe āvṛścate yaḥ evam vidvāṃsam vrātyam upavadati
arūrucat uṣasaḥ pṛśniḥ agriyaḥ iti [MASK]	arūrucat uṣasaḥ pṛśniḥ agriyaḥ iti rucitavatī
pātu grāvā	pātu grāvā
triṣu pātreṣu tam [MASK] ā devī aharat vaśā atharvā yatra dīkṣitaḥ barhiṣi āsta hiraṇyaye	triṣu pātreṣu tam somam ā devī aharat vaśā atharvā yatra dīkṣitaḥ barhiṣi āsta hiraṇyaye
yaḥ prajā kāmaḥ vā paśu kāmaḥ vā [MASK] [MASK] etam tvaṣṭre ca patnībhyaḥ ca napuṃsakam ālabheta	yaḥ prajā kāmaḥ vā paśu kāmaḥ vā syāt saḥ etam tvaṣṭre ca patnībhyaḥ ca napuṃsakam ālabheta
iyam vai annasya pradātrikā	iyam vai annasya pradātrikā
rudrasya iṣuḥ carati deva hetiḥ	rudrasya iṣuḥ carati deva hetiḥ
tat āsrāvasya bheṣajam	tat āsrāvasya bheṣajam
