masked	src
⁊ iuo̗ltuē monda:	⁊ iuo̗ltuē monda:
So̗t, [MASK] mēd megǵonoʒbodandnac te_bènnèd,	So̗t, ha mēd megǵonoʒbodandnac te_bènnèd,
Sonha nē tètet [MASK] iſꝛ̄lbèn.	Sonha nē tètet ig iſꝛ̄lbèn.
Azeert sent [MASK] elmene nemÿ [MASK] zomorwluan, czudaluan: es olÿma panazoluan ewnenbenneten,	Azeert sent ferenc elmene nemÿ keveset zomorwluan, czudaluan: es olÿma panazoluan ewnenbenneten,
vÿgadnah,	vÿgadnah,
⁊ [MASK] èl èn atʼamat.	⁊ tèmètnė̄ èl èn atʼamat.
Ez okaerth mongÿa uala aran_zaÿo zent [MASK]:	Ez okaerth mongÿa uala aran_zaÿo zent ÿanos:
Mōda o̗_nèki Pilatꝰ:	Mōda o̗_nèki Pilatꝰ:
honnan valoc legètec.	honnan valoc legètec.
es legottan ki_v̇ze belo̗le,	es legottan ki_v̇ze belo̗le,
boczata magat [MASK] ==foguan zent Attyanak ewlebe.	boczata magat mendenestewl== ==foguan zent Attyanak ewlebe.
Lee-@@gýen wrnak [MASK] aldoth: mathol== ==fogwa, masth ees mý-@@nd_ewrewkkewl.	Lee-@@gýen wrnak newe aldoth: mathol== ==fogwa, masth ees mý-@@nd_ewrewkkewl.
⁊ vètec a· kopoꝛſoba.	⁊ vètec a· kopoꝛſoba.
ſidocnac vagoc kiralʼa.	ſidocnac vagoc kiralʼa.
Uala ke· huſuėt ⁊ pogača etèl kèt nap vtan [MASK]	Uala ke· huſuėt ⁊ pogača etèl kèt nap vtan.
hoǵh hatra neh nezzẃnk,	hoǵh hatra neh nezzẃnk,
Ko̗uètuē ke· a· nēbeꝛièc,	Ko̗uètuē ke· a· nēbeꝛièc,
⁊ o̗nnèi o̗tèt nē fogattac [MASK]	⁊ o̗nnèi o̗tèt nē fogattac.
micoron az ńiluan_valo [MASK] meg_kissebeyti.	micoron az ńiluan_valo iamborsagat meg_kissebeyti.
ved te agadat,	ved te agadat,
⁊ egebec ſokac vadnac,	⁊ egebec ſokac vadnac,
mẻt a· taneituā [MASK] ==halna m̄ǵ.	mẻt a· taneituā nē== ==halna m̄ǵ.
dè hanēha pnīat muuèlkedèndetec,	dè hanēha pnīat muuèlkedèndetec,
hoǵ minec_vtanna az [MASK] zerzo̗ anǵaloc onnet le_vettetenec,	hoǵ minec_vtanna az haborusagot zerzo̗ anǵaloc onnet le_vettetenec,
embo̗rnec eletet meg_hoz'eytʼa,	embo̗rnec eletet meg_hoz'eytʼa,
⁊ le_èſec o̗_èlo̗tto̗,	⁊ le_èſec o̗_èlo̗tto̗,
Es azert nem lakhatom tewbet ez emberben [MASK]	Es azert nem lakhatom tewbet ez emberben.
melʼlʼet tu̇ nē munkalkottatoc.	melʼlʼet tu̇ nē munkalkottatoc.
hoǵ az [MASK] es embo̗ro̗ctu̇l meg_vtaltatec,	hoǵ az xpus es embo̗ro̗ctu̇l meg_vtaltatec,
Marýa ma-@@lazthnak [MASK], ýrgalmassagh@@nak annýa, the mýnketh ellenseg-@@thewl megh_olthalmazy,	Marýa ma-@@lazthnak annýa, ýrgalmassagh@@nak annýa, the mýnketh ellenseg-@@thewl megh_olthalmazy,
Ha [MASK] voltonc volna mu̇ atʼaincnac napiban nē voltonc== ==uolna o̗ [MASK] a· ꝓphetacnac - veꝛecbèn,	Ha mu̇ voltonc volna mu̇ atʼaincnac napiban nē voltonc== ==uolna o̗ taꝛſoc a· ꝓphetacnac - veꝛecbèn,
Dý-@@chewseegh.	Dý-@@chewseegh.
Harom_ffele gÿẃmo̗lćz_ffath talalunk:	Harom_ffele gÿẃmo̗lćz_ffath talalunk:
mert menÿ es fewld es tewz es [MASK] tÿed,	mert menÿ es fewld es tewz es vÿz tÿed,
meꝛt èn eheʒem,	meꝛt èn eheʒem,
Moſdatlan kèʒʒèl ualo kener_etel ke· nē feꝛtèʒtèt== ==m̄g èmbeꝛt [MASK]	Moſdatlan kèʒʒèl ualo kener_etel ke· nē feꝛtèʒtèt== ==m̄g èmbeꝛt.
[MASK] imma ièlennē a· vaꝛoſba bè nē mèhètne,	ug_hog imma ièlennē a· vaꝛoſba bè nē mèhètne,
kic io̗nèc vala,	kic io̗nèc vala,
Ianoſt bèrèkèʒ́te a· to̗mlo̗ćbè.	Ianoſt bèrèkèʒ́te a· to̗mlo̗ćbè.
mu̇ ko̗ńo̗ꝛgō̗c nèki,	mu̇ ko̗ńo̗ꝛgō̗c nèki,
De mer_hogÿ bodog ferencz zerzette uala [MASK]	De mer_hogÿ bodog ferencz zerzette uala,
Aldoth the [MASK] kezetthe, ees aldoth the meehednek gýemewlche,	Aldoth the azzonýallatoknak kezetthe, ees aldoth the meehednek gýemewlche,
mikent a· tic go̗iti egbè o̗ piſlènit o̗ ʒ́aꝛńai ala [MASK]	mikent a· tic go̗iti egbè o̗ piſlènit o̗ ʒ́aꝛńai ala,
mikeppen o̗rdo̗g,	mikeppen o̗rdo̗g,
⁊ nē fèſlèthètic== ==m̄ǵ [MASK] iras,	⁊ nē fèſlèthètic== ==m̄ǵ aʒ iras,
⁊ mōdanac nèki:	⁊ mōdanac nèki:
w̄	w̄
mit mond az halalatlansagrol.	mit mond az halalatlansagrol.
Mený gonozokbol [MASK] | megh_mentetteel,	Mený gonozokbol engemet | megh_mentetteel,
⁊ ugan lėlec,	⁊ ugan lėlec,
hoǵ mindo̗n orzagot,	hoǵ mindo̗n orzagot,
kÿk azth tartÿak,	kÿk azth tartÿak,
alaʒ́tatic,	alaʒ́tatic,
antiphona	antiphona
Imadsag'	Imadsag'
Es Eg nembeꝛi,	Es Eg nembeꝛi,
ki kaꝛōland ſcènt_ʒ́èllet èllèn,	ki kaꝛōland ſcènt_ʒ́èllet èllèn,
melʼlʼet hallottā iſtènto̗l.	melʼlʼet hallottā iſtènto̗l.
Azert az frater mend ew eletÿben meg_emlekezek az yrgalmassaganak es kegÿelmessegenek dolgaral [MASK]	Azert az frater mend ew eletÿben meg_emlekezek az yrgalmassaganak es kegÿelmessegenek dolgaral,
hoǵ čak eǵh [MASK] vere eleg volt uona mind ez velag adossaganac meg_fizetesere,	hoǵ čak eǵh čo̗ppenet vere eleg volt uona mind ez velag adossaganac meg_fizetesere,
fogadnak batorsagot es vakmerewseget,	fogadnak batorsagot es vakmerewseget,
[MASK] ènnᶜ vtanna kèꝛeſi vala aʒ okat,	⁊ ènnᶜ vtanna kèꝛeſi vala aʒ okat,
akkit ragalmaz,	akkit ragalmaz,
io̗uenᶜ eg [MASK] mėno̗ fo̗ldèt,	io̗uenᶜ eg napi mėno̗ fo̗ldèt,
⁊ hittėtèc,	⁊ hittėtèc,
⁊ èn latā,	⁊ èn latā,
Hala adasseek ýstennek.	Hala adasseek ýstennek.
aḡ mit beʒ́elleʒ́ o̗uèlè?	aḡ mit beʒ́elleʒ́ o̗uèlè?
meń èl innèn,	meń èl innèn,
lo̗t vèto̗ko̗dèt o̗nō̗_ko̗ʒo̗tto̗c,	lo̗t vèto̗ko̗dèt o̗nō̗_ko̗ʒo̗tto̗c,
dè aʒokeꝛt,	dè aʒokeꝛt,
⁊ ki aʒ èlhagottat vendi [MASK]	⁊ ki aʒ èlhagottat vendi,
NEha vr_iesus cristus monda frater lleonak, bodog ferencz tarsanak [MASK]	NEha vr_iesus cristus monda frater lleonak, bodog ferencz tarsanak:
ha iduo̗zu̇lni acar.	ha iduo̗zu̇lni acar.
egbè_hẏa [MASK] aʒ́ʒ́oń_baꝛatit / ⁊ / ʒ́omʒ́ėdit mōduan:	egbè_hẏa o̗ aʒ́ʒ́oń_baꝛatit / ⁊ / ʒ́omʒ́ėdit mōduan:
es beteg termezety== ==zerent.	es beteg termezety== ==zerent.
zeep-@@seeges [MASK] ees edes, the gyenye-@@rewseegedbe zenth ystennek annýa.	zeep-@@seeges lewl ees edes, the gyenye-@@rewseegedbe zenth ystennek annýa.
es halhatatlanth vo̗ttenek,	es halhatatlanth vo̗ttenek,
Attyamfya, my es zegenek uagÿonk [MASK]	Attyamfya, my es zegenek uagÿonk,
O̗t iǵa baꝛmot vo̗ttèm,	O̗t iǵa baꝛmot vo̗ttèm,
⁊ mēdènèſto̗l== ==foguā fėl nem nėʒ́hèt vala [MASK]	⁊ mēdènèſto̗l== ==foguā fėl nem nėʒ́hèt vala.
azert vaǵoc [MASK] ez elʼen kinra,	azert vaǵoc iteluen ez elʼen kinra,
Azhoknak, kÿk magoknak valo eletett kÿuannak [MASK],	Azhoknak, kÿk magoknak valo eletett kÿuannak vÿselnÿ,
Mit akaꝛtoc,	Mit akaꝛtoc,
[MASK] ke· nemelʼlʼec meltatlanol viſeluėn o̗no̗n_bènnec,	valanac ke· nemelʼlʼec meltatlanol viſeluėn o̗no̗n_bènnec,
o̗ èngemèt megfenèſeit,	o̗ èngemèt megfenèſeit,
Az el_wezeth marhaath megh_adom,	Az el_wezeth marhaath megh_adom,
es semmie to̗tte az mi ellensego̗nket [MASK]	es semmie to̗tte az mi ellensego̗nket,
[MASK] tunèctec, iraſtudoc ⁊ leualtac kepmutaloc,	Iay tunèctec, iraſtudoc ⁊ leualtac kepmutaloc,
llegottan fel_kele az azonyallat,	llegottan fel_kele az azonyallat,
En [MASK] nē mondom tu̇nèktec,	En es nē mondom tu̇nèktec,
ees orza-@@golýh.	ees orza-@@golýh.
Mōga== [MASK] ke· es è haſonlatot o̗nèkic:	Mōga== ==vala ke· es è haſonlatot o̗nèkic:
hognē a vaꝛaſnac.	hognē a vaꝛaſnac.
Xpēon	Xpēon
dè ʒ́ulèttèc iſtènto̗l.	dè ʒ́ulèttèc iſtènto̗l.
zent fferencz mene az egÿ_haznak egÿk zewgebe [MASK]	zent fferencz mene az egÿ_haznak egÿk zewgebe,
nemes vaǵh,	nemes vaǵh,
Mÿnemo̗ lezen [MASK] en edes atÿamfÿaÿ, az zenteknek dẃćzo̗sege[k]<h>,	Mÿnemo̗ lezen, en edes atÿamfÿaÿ, az zenteknek dẃćzo̗sege[k]<h>,
Es dragalatos kenetuel meg_kent== [MASK],	Es dragalatos kenetuel meg_kent== ==lennÿ,
⁊ ʒ́olgalʼ ènnèkem,	⁊ ʒ́olgalʼ ènnèkem,
hog ne mēńetec keſeꝛtètbè,	hog ne mēńetec keſeꝛtètbè,
ime èn mōdom tu̇nèctec:	ime èn mōdom tu̇nèctec:
èꝛo̗ſb to̗llèmto̗l.	èꝛo̗ſb to̗llèmto̗l.
arra hoǵ en te_neko̗d ezo̗ket meg_monǵam istennnec zent acarattʼabol [MASK]	arra hoǵ en te_neko̗d ezo̗ket meg_monǵam istennnec zent acarattʼabol,
Es tehat el_mene,	Es tehat el_mene,
Mýth zerzeth-@@-tem bolondsaagommal ma-@@gamnak,	Mýth zerzeth-@@-tem bolondsaagommal ma-@@gamnak,
es micoron be_menendez,	es micoron be_menendez,
⁊ nagob leʒ́èn [MASK] kapoʒ́tanal,	⁊ nagob leʒ́èn mendꝫ kapoʒ́tanal,
ez iambor azzoń az [MASK] legioncab az [MASK] igo̗n ko̗ńo̗ru̇l vala az keǵo̗s cristosert,	ez iambor azzoń az corocon legioncab az pocclosocon igo̗n ko̗ńo̗ru̇l vala az keǵo̗s cristosert,
⁊ a· to̗mlo̗ćbè èꝛèʒteſſèl.	⁊ a· to̗mlo̗ćbè èꝛèʒteſſèl.
Kèlʼ fel,	Kèlʼ fel,
az paharnoc_mesto̗r Kedeg [MASK] lata almaba,	az paharnoc_mesto̗r Kedeg ezt lata almaba,
Tahat hoʒia_vepenᶜ,	Tahat hoʒia_vepenᶜ,
[MASK] ćhodakat tezen ÿsten az poganokerth.	Masodzor ćhodakat tezen ÿsten az poganokerth.
hoǵh mÿkoron eǵh nemes [MASK] akarnanak kÿrallÿa tennÿ,	hoǵh mÿkoron eǵh nemes ÿffÿath akarnanak kÿrallÿa tennÿ,
Az en zẃuemnek banatÿnak sokassaga zerenth vÿgaztalak az en lel-@@kemeth az te vÿgaztalasÿd, vr [MASK] ÿsten [MASK]	Az en zẃuemnek banatÿnak sokassaga zerenth vÿgaztalak az en lel-@@kemeth az te vÿgaztalasÿd, vr mÿndenhato ÿsten.
hoǵ ez keues ideig valo bin_tetelert o̗ro̗kkeualo kint [MASK].	hoǵ ez keues ideig valo bin_tetelert o̗ro̗kkeualo kint zenueǵǵenec.
[MASK] mÿnd ez vilag czudalnÿ fogÿa.	hogÿ mÿnd ez vilag czudalnÿ fogÿa.
⁊ mōda:	⁊ mōda:
eleg neki az binnec meg_bočatasara [MASK] o̗ro̗c iduo̗ssegre.	eleg neki az binnec meg_bočatasara es o̗ro̗c iduo̗ssegre.
⁊ nē veǵèʒ́hettè== ==m̄g.	⁊ nē veǵèʒ́hettè== ==m̄g.
[MASK] ennet ki nem meǵ,	Addeg ennet ki nem meǵ,
Haluā ke· eʒ́t a· vėnecto̗l kèʒduē / eg_mas vtan [MASK],	Haluā ke· eʒ́t a· vėnecto̗l kèʒduē / eg_mas vtan ki_menenᶜ,
dycheͤryeͤthek ew-@@theth mýnd ew [MASK],	dycheͤryeͤthek ew-@@theth mýnd ew hatalmý,
Mondanac aʒeꝛt a· lèualtac:	Mondanac aʒeꝛt a· lèualtac:
[MASK] azert meltosagaual mÿndeneketh fel-@@lÿo̗l_mulanak.	Valaztasnak azert meltosagaual mÿndeneketh fel-@@lÿo̗l_mulanak.
kit o̗ vꝛa ʒ́èꝛʒet o̗ haʒi èmbeꝛin [MASK]	kit o̗ vꝛa ʒ́èꝛʒet o̗ haʒi èmbeꝛin,
To̗ꝛueń ⁊ ꝓphac Ianoſiglan,	To̗ꝛueń ⁊ ꝓphac Ianoſiglan,
Mÿkeppen Jacob [MASK] elewte allo fyaÿnak es aÿoÿtatost siroknac olÿ zeretes== [MASK] el_menesen: Monda zent fferenc:	Mÿkeppen Jacob patriarcha elewte allo fyaÿnak es aÿoÿtatost siroknac olÿ zeretes== ==attÿanac el_menesen: Monda zent fferenc:
kyket keret uala leuelben.	kyket keret uala leuelben.
Vꝛam, èꝛėʒièl èngemèt èlo̗ʒ́èꝛ mennem [MASK]	Vꝛam, èꝛėʒièl èngemèt èlo̗ʒ́èꝛ mennem,
tercio capitulo,	tercio capitulo,
Exultant lusibus etc.	Exultant lusibus etc.
kic othon vadnac.	kic othon vadnac.
⁊ ig [MASK] èʒec aʒ o̗ꝛo̗c getꝛèlmbe,	⁊ ig mennᶜ èʒec aʒ o̗ꝛo̗c getꝛèlmbe,
nē lèhèt èn taneituańō.	nē lèhèt èn taneituańō.
Dýchew@@seegh athyanak · ees fýwnak ees [MASK].	Dýchew@@seegh athyanak · ees fýwnak ees zenthlelek@@nek.
es v̇nmaganac es eǵebeknec [MASK] zorgalmazatos gondot visel,	es v̇nmaganac es eǵebeknec iduo̗ssegero̗l zorgalmazatos gondot visel,
Ký wethee the wee-@@geydeth bekeͤwee [MASK]	Ký wethee the wee-@@geydeth bekeͤwee,
hogÿ [MASK] test ne gÿczewlkewgÿek ew lelkeben,	hogÿ menden test ne gÿczewlkewgÿek ew lelkeben,
Vram nem | magazthatot' fel [MASK] zywem,	Vram nem | magazthatot' fel een zywem,
ez elʼeten zo̗rńu̇ kin [MASK] en_neko̗m azert,	ez elʼeten zo̗rńu̇ kin adatot en_neko̗m azert,
⁊ kèꝛèſi vala aʒokat,	⁊ kèꝛèſi vala aʒokat,
De es [MASK] kerget meg_ezÿk uala.	De es faknak kerget meg_ezÿk uala.
o̗rwengÿetek,	o̗rwengÿetek,
ment' [MASK] meg' wagýon yrwan.	ment' elewl meg' wagýon yrwan.
Eʒec [MASK] io̗uo̗ iᶜ ⁊ o̗ taneituańi Iudeanac fo̗ldebè,	Eʒec utan io̗uo̗ iᶜ ⁊ o̗ taneituańi Iudeanac fo̗ldebè,
[MASK] feÿe haÿtuan fogad uala tennÿ mend_azt,	kyt feÿe haÿtuan fogad uala tennÿ mend_azt,
es [MASK] vaga v̇ ńacat,	es ketzo̗r vaga v̇ ńacat,
Ezenkeppen mÿ== ==es ne o̗ro̗llÿẃnk en eds neneÿm ez vÿlagÿ tÿztes-@@segnek, seh o̗ro̗mnek, se tudomannak, seh mel-@@tosagnak, seh zepsegnek [MASK] seh atÿanknak [MASK] [MASK] anÿanknak, seh atÿank_fÿaÿnak, seh [MASK],	Ezenkeppen mÿ== ==es ne o̗ro̗llÿẃnk en eds neneÿm ez vÿlagÿ tÿztes-@@segnek, seh o̗ro̗mnek, se tudomannak, seh mel-@@tosagnak, seh zepsegnek, seh atÿanknak, seh anÿanknak, seh atÿank_fÿaÿnak, seh baratÿnk-@@nak,
melʼlʼèc tebènnèd lo̗ttèc,	melʼlʼèc tebènnèd lo̗ttèc,
⁊ [MASK] magʒat== ==nalku̇l lènd,	⁊ èʒ magʒat== ==nalku̇l lènd,
Es ez ew dyadalmat zent ferencznec [MASK] uala meg_mondanÿ mendenestewl foguan,	Es ez ew dyadalmat zent ferencznec zegÿenlÿ uala meg_mondanÿ mendenestewl foguan,
az naǵ lezen mennÿeknek orzagaban [MASK]	az naǵ lezen mennÿeknek orzagaban.
Iol to̗t mendeneket,	Iol to̗t mendeneket,
kie legèn.	kie legèn.
ees felýeb waͣlaztaa ewteth,	ees felýeb waͣlaztaa ewteth,
Ez okaerth mongÿa vala az angÿalÿ eleto̗ zenth [MASK] doctor atÿank,	Ez okaerth mongÿa vala az angÿalÿ eleto̗ zenth thamas doctor atÿank,
betegeket latogasatok,	betegeket latogasatok,
hýwattatýk ystennek fyanak.	hýwattatýk ystennek fyanak.
hog hallotta,	hog hallotta,
Monda o̗_nèki iᶜ:	Monda o̗_nèki iᶜ:
[MASK] engemet' te wtaydra | napnak el_nyw-@@gatýanak elewtte,	Vvýseelý engemet' te wtaydra | napnak el_nyw-@@gatýanak elewtte,
v̇duo̗ʒo̗l.	v̇duo̗ʒo̗l.
Es meńńètec hamaꝛ,	Es meńńètec hamaꝛ,
frater Rufine, [MASK] mondam== ==ee neked,	frater Rufine, nemde mondam== ==ee neked,
lehettettlen,	lehettettlen,
psalmus	psalmus
Ky eertelmeth attaal wolt,	Ky eertelmeth attaal wolt,
Monda neki dacianos.	Monda neki dacianos.
⁊ nē ėꝛtitec,	⁊ nē ėꝛtitec,
ki io̗t vꝛnac nèuėbè,	ki io̗t vꝛnac nèuėbè,
el_nýoythotthak ew go-@@nossagokath.	el_nýoythotthak ew go-@@nossagokath.
s== ==arwld== ==el mendenedett,	s== ==arwld== ==el mendenedett,
ýmagý my_ertewnk [MASK] zent' | zyleýe.	ýmagý my_ertewnk ystennek zent' | zyleýe.
[MASK] az kińńa o̗ro̗kke meg_marad,	demaga az kińńa o̗ro̗kke meg_marad,
wralkodýaͣl the ellenseegýdnek kezewtthe.	wralkodýaͣl the ellenseegýdnek kezewtthe.
Zee-@@naan fekenný zenwede,	Zee-@@naan fekenný zenwede,
⁊ [MASK] ==maga ʒ́aꝛandoclani èꝛedet.	⁊ o̗== ==maga ʒ́aꝛandoclani èꝛedet.
Mōdnac vala aʒeꝛt:	Mōdnac vala aʒeꝛt:
kýk mýnketh gýwlel-@@thek,	kýk mýnketh gýwlel-@@thek,
k· v· Dauide,	k· v· Dauide,
ʒègenèc ewangeliʒaltatnac.	ʒègenèc ewangeliʒaltatnac.
èluèʒ́ti aʒ́t,	èluèʒ́ti aʒ́t,
holot eǵ ÿgen zep [MASK] thamad:	holot eǵ ÿgen zep kerdes thamad:
Fèlèſeǵet vo̗ttèm,	Fèlèſeǵet vo̗ttèm,
monda tarsanak:	monda tarsanak:
hoǵ embo̗r [MASK] bučut meg_valhassa.	hoǵ embo̗r az bučut meg_valhassa.
Te nēʒètid ⁊ tè pu̇ſpo̗kid [MASK] ènnèkem.	Te nēʒètid ⁊ tè pu̇ſpo̗kid attanac ènnèkem.
melÿ neuezhettetlen.	melÿ neuezhettetlen.
miglē a· [MASK] vèlec vagon?	miglē a· vo̗lègeń vèlec vagon?
[MASK] ńiluan es igo̗n ero̗ssen meg_bizońoytʼa ezt,	igo̗n ńiluan es igo̗n ero̗ssen meg_bizońoytʼa ezt,
meꝛt iᶜ [MASK] meǵ_halando è nemʒèteꝛt,	meꝛt iᶜ vala meǵ_halando è nemʒèteꝛt,
Istennek [MASK] ees yesus christosnak yozaaga maradyon myndenkor mýwe-@@lewnk.	Istennek malazthýa ees yesus christosnak yozaaga maradyon myndenkor mýwe-@@lewnk.
es kezett [MASK] frater Bernaldot zemnek egÿ pÿllontasaban az vÿznek mas== ==felere egezen [MASK].	es kezett foguan frater Bernaldot zemnek egÿ pÿllontasaban az vÿznek mas== ==felere egezen uette.
gÿo̗-@@nÿo̗ro̗segh az vÿhsagtol,	gÿo̗-@@nÿo̗ro̗segh az vÿhsagtol,
[MASK] kèꝛdeʒkeggètec ʒèꝛèlmeſt a· geꝛmecro̗l,	⁊ kèꝛdeʒkeggètec ʒèꝛèlmeſt a· geꝛmecro̗l,
Es az helyen esmeg kele egÿ zepp [MASK] vÿrag.	Es az helyen esmeg kele egÿ zepp lilium vÿrag.
hog bètèlʼlʼeſednec iᶜnac bèʒ́edè,	hog bètèlʼlʼeſednec iᶜnac bèʒ́edè,
⁊ futtanac ʒèlec,	⁊ futtanac ʒèlec,
Mikoꝛ [MASK] tu̇to̗kèt v̇ldo̗ʒèndnèc aʒ eg vaꝛoſbol,	Mikoꝛ ke· tu̇to̗kèt v̇ldo̗ʒèndnèc aʒ eg vaꝛoſbol,
Es nē goitnac ʒ́o̗uetnèkėt,	Es nē goitnac ʒ́o̗uetnèkėt,
hog a· [MASK] ki ne vèttètnenec.	hog a· ſinaǵoǵabol ki ne vèttètnenec.
⁊ molʼ [MASK] nem ſēmieiti.	⁊ molʼ meg nem ſēmieiti.
Azert ved iol ezo̗dbe,	Azert ved iol ezo̗dbe,
Azert mÿkoron bodog ferencz al uala ualamely [MASK], auagÿ helyben ymadkoznÿ,	Azert mÿkoron bodog ferencz al uala ualamely egÿhazban, auagÿ helyben ymadkoznÿ,
⁊ mōd== [MASK] a tengeꝛnèc:	⁊ mōd== ==uala a tengeꝛnèc:
hog èluegèd èʒekèt è uilaǵbol [MASK]	hog èluegèd èʒekèt è uilaǵbol,
dè o̗ue,	dè o̗ue,
Kèuèſenneiglè̄,	Kèuèſenneiglè̄,
nē èheʒic,	nē èheʒic,
Es aʒocnac mōda:	Es aʒocnac mōda:
Meꝛt nē ėʒ́èm èʒt [MASK] ==foguan,	Meꝛt nē ėʒ́èm èʒt ètto̗l== ==foguan,
meꝛt mēdenᶜ ėlnᶜ o̗nèki.	meꝛt mēdenᶜ ėlnᶜ o̗nèki.
[MASK] a· poganocnac fedèlmi vꝛalkodnac o̗_ꝛaitoc,	meꝛt a· poganocnac fedèlmi vꝛalkodnac o̗_ꝛaitoc,
es [MASK] v̇tet nekik harmicz penzo̗n,	es adac v̇tet nekik harmicz penzo̗n,
⁊ adanac gimo̗lčo̗t.	⁊ adanac gimo̗lčo̗t.
⁊ halalꝛa itėlic o̗tèt,	⁊ halalꝛa itėlic o̗tèt,
kit èn ńakaʒec== ==meǵ.	kit èn ńakaʒec== ==meǵ.
Nem monda zẃzesegeth, sem zepsegeth, sem kazdagsagath [MASK]	Nem monda zẃzesegeth, sem zepsegeth, sem kazdagsagath,
nē ʒ́u̇ko̗ſlic,	nē ʒ́u̇ko̗ſlic,
agga annac hagomannac leuèlėt.	agga annac hagomannac leuèlėt.
tego̗d az kiuańńon,	tego̗d az kiuańńon,
Es kèꝛdec o̗tèt:	Es kèꝛdec o̗tèt:
Es lattatyk uala nekÿ,	Es lattatyk uala nekÿ,
Es mo{n}da zent ferencz:	Es mo{n}da zent ferencz:
ky ewtet yllette uala.	ky ewtet yllette uala.
Es vetÿk [MASK] zent benedeknek regulaÿ zerzetett Agostonnak, bernaldnac,	Es vetÿk uala zent benedeknek regulaÿ zerzetett Agostonnak, bernaldnac,
hog [MASK] to̗b taneituańokat teʒ́èn,	hog iᶜ to̗b taneituańokat teʒ́èn,
es ezt itelic,	es ezt itelic,
kic aʒ vt_ſèlen vadnac,	kic aʒ vt_ſèlen vadnac,
De [MASK] attya azonkeppen mÿkoron ezeket ewryzne,	De zent attya azonkeppen mÿkoron ezeket ewryzne,
ees ew [MASK] belsew harma-@@thozaasaawal beewey-@@thee.	ees ew harmat'-@@yaanak belsew harma-@@thozaasaawal beewey-@@thee.
Kÿro̗l vǵh mond [MASK] zenth ÿanos:	Kÿro̗l vǵh mond aran_zaÿo zenth ÿanos:
de mind ki_onta,	de mind ki_onta,
kic nē èmtètnᶜ.	kic nē èmtètnᶜ.
hoǵ semmi [MASK] meg nem tilt az igaz ǵonastul,	hoǵ semmi incab meg nem tilt az igaz ǵonastul,
es ćzodalattÿaban nem tud vala mÿth mondanÿ [MASK]	es ćzodalattÿaban nem tud vala mÿth mondanÿ.
ki vagon meńńècbèn.	ki vagon meńńècbèn.
holoth [MASK] zent ewanǵeliomba vǵ mond.	holoth az zent ewanǵeliomba vǵ mond.
rokontokot zeresetek(e).	rokontokot zeresetek(e).
[MASK] gabriel elewl megh_mon-@@dotta wala,	menth gabriel elewl megh_mon-@@dotta wala,
ffelele es monda.	ffelele es monda.
hoǵ az imadsag kego̗s es [MASK] elmenec Istenho̗z valo iarulattʼa,	hoǵ az imadsag kego̗s es alazatos elmenec Istenho̗z valo iarulattʼa,
[MASK] o̗k es aʒ ẏnnèpnapra io̗ttèc== ==uala.	meꝛt o̗k es aʒ ẏnnèpnapra io̗ttèc== ==uala.
meꝛt èʒ èn [MASK] megholt vala,	meꝛt èʒ èn fiam megholt vala,
meꝛt [MASK] to̗t èmbeꝛekèt kèʒdetto̗l foguan,	meꝛt ki to̗t èmbeꝛekèt kèʒdetto̗l foguan,
⁊ èʒecto̗l nagob mu̇uèlkedètekèt mutat o̗nèki [MASK]	⁊ èʒecto̗l nagob mu̇uèlkedètekèt mutat o̗nèki,
Monda zenth phÿlo̗p:	Monda zenth phÿlo̗p:
Vram een segedsegem, ees een meg_walthom [MASK]	Vram een segedsegem, ees een meg_walthom.
[MASK] alaitaʒ́ olʼ hu̇ ʒolganac,	Kit alaitaʒ́ olʼ hu̇ ʒolganac,
az haborusagot maganac [MASK] ńeresegge tartʼa.	az haborusagot maganac naǵ ńeresegge tartʼa.
psalmus	psalmus
Twdýaatok hogy wr ew az ýsten [MASK]	Twdýaatok hogy wr ew az ýsten,
felko̗lt,	felko̗lt,
mert myenk az.	mert myenk az.
Es mōda aʒocnac -:	Es mōda aʒocnac -:
zerezy bathor wtath,	zerezy bathor wtath,
Es mondom [MASK] enmagamott zegen embernek lennÿ,	Es mondom uala enmagamott zegen embernek lennÿ,
kit zerzo̗t vala neki az v̇ zolgalo_leańa [MASK]	kit zerzo̗t vala neki az v̇ zolgalo_leańa,
es ammenere lehet,	es ammenere lehet,
Azert esmeretlenek kewzewt,	Azert esmeretlenek kewzewt,
Es lo̗n [MASK] a· ko̗dbo̗l mōduan:	Es lo̗n ʒ́o a· ko̗dbo̗l mōduan:
Mel-@@tholyal engem dycherny thee-@@ged [MASK] Zenthewlth zýz.	Mel-@@tholyal engem dycherny thee-@@ged, Zenthewlth zýz.
[MASK] az zarraz keńeret vizzel meg_enneie,	hoǵ az zarraz keńeret vizzel meg_enneie,
A· [MASK] ke· ki_mènuē / lele eggèt o̗ fele ʒolgac ko̗ʒʒo̗l,	A· ʒolga ke· ki_mènuē / lele eggèt o̗ fele ʒolgac ko̗ʒʒo̗l,
eͤkes_seͤgbe elthewzewth.	eͤkes_seͤgbe elthewzewth.
Meꝛt Ianꝰ vg mond== [MASK] nèki:	Meꝛt Ianꝰ vg mond== ==uala nèki:
Haͣla adassek ýstennek.	Haͣla adassek ýstennek.
